,title,date,type,CVE,lien,description,CVSS,EPSS,version,product,editeur,CWE,base_severity
CERTFR-2024-AVI-0040,Multiples vulnérabilités dans Atlassian Confluence et Jira,,Avis,CVE-2022-42252,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0040/,"If Apache Tomcat 8.5.0 to 8.5.82, 9.0.0-M1 to 9.0.67, 10.0.0-M1 to 10.0.26 or 10.1.0-M1 to 10.1.0 was configured to ignore invalid HTTP headers via setting rejectIllegalHeader to false (the default for 8.5.x only), Tomcat did not reject a request containing an invalid Content-Length header making a request smuggling attack possible if Tomcat was located behind a reverse proxy that also failed to reject the request with the invalid header.",,0.002400000,"['10.1.0-M1', '10.0.0-M1', '9.0.0-M1', '8.5.0']",Apache Tomcat,Apache Software Foundation,CWE-444,LOW
CERTFR-2024-AVI-0055,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2022-2586,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0055/,"It was discovered that a nft object or expression could reference a nft set on a different nft table, leading to a use-after-free once that table was deleted.",5.3,0.009170000,['0'],linux,The Linux Kernel Organization,CWE-416,MEDIUM
CERTFR-2024-AVI-0057,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-40152,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0057/,"Those using Woodstox to parse XML data may be vulnerable to Denial of Service attacks (DOS) if DTD support is enabled. If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow. This effect may support a denial of service attack.",6.5,0.007680000,"['unspecified', 'unspecified']",Woodstox,xstream,CWE-121,MEDIUM
CERTFR-2024-AVI-0075,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2022-41858,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0075/,A flaw was found in the Linux kernel. A NULL pointer dereference may occur while a slip driver is in progress to detach in sl_tx_timeout in drivers/net/slip/slip.c. This issue could allow an attacker to crash the system or leak internal kernel information.,,0.000440000,['unknown'],Linux kernel,n/a,CWE-416,LOW
CERTFR-2024-AVI-0086,Multiples vulnérabilités dans Juniper,,Avis,CVE-2022-3509,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0086/,"A parsing issue similar to CVE-2022-3171, but with textformat in protobuf-java core and lite versions prior to 3.21.7, 3.20.3, 3.19.6 and 3.16.3 can lead to a denial of service attack. Inputs containing multiple instances of non-repeated embedded messages with repeated or unknown fields causes objects to be converted back-n-forth between mutable and immutable forms, resulting in potentially long garbage collection pauses. We recommend updating to the versions mentioned above.",7.5,0.000710000,"['3.21.0', '3.20.0', '3.19.0', '3.16.0']",ProtocolBuffers,Google,Non disponible,HIGH
CERTFR-2024-AVI-0090,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-25927,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0090/,"Versions of the package ua-parser-js from 0.7.30 and before 0.7.33, from 0.8.1 and before 1.0.33 are vulnerable to Regular Expression Denial of Service (ReDoS) via the trim() function.",5.3,0.014100000,"['0.7.30', '0.8.1']",ua-parser-js,n/a,CWE-1333,MEDIUM
CERTFR-2024-AVI-0115,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2022-3566,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0115/,"A vulnerability, which was classified as problematic, was found in Linux Kernel. This affects the function tcp_getsockopt/tcp_setsockopt of the component TCP Handler. The manipulation leads to race condition. It is recommended to apply a patch to fix this issue. The identifier VDB-211089 was assigned to this vulnerability.",4.6,0.000440000,['n/a'],Kernel,Linux,CWE-362,MEDIUM
CERTFR-2024-AVI-0119,Multiples vulnérabilités dans les produits Siemens,,Avis,CVE-2022-2586,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0119/,"It was discovered that a nft object or expression could reference a nft set on a different nft table, leading to a use-after-free once that table was deleted.",5.3,0.009170000,['0'],linux,The Linux Kernel Organization,CWE-416,MEDIUM
CERTFR-2024-AVI-0145,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-30633,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0145/,Uncontrolled recursion in Unmarshal in encoding/xml before Go 1.17.12 and Go 1.18.4 allows an attacker to cause a panic due to stack exhaustion via unmarshalling an XML document into a Go struct which has a nested field that uses the 'any' field tag.,,0.002180000,"['0', '1.18.0-0']",encoding/xml,Go standard library,Non disponible,LOW
CERTFR-2024-AVI-0156,Multiples vulnérabilités dans les produits Tenable,,Avis,CVE-2023-0286,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0156/,"There is a type confusion vulnerability relating to X.400 address processing
inside an X.509 GeneralName. X.400 addresses were parsed as an ASN1_STRING but
the public structure definition for GENERAL_NAME incorrectly specified the type
of the x400Address field as ASN1_TYPE. This field is subsequently interpreted by
the OpenSSL function GENERAL_NAME_cmp as an ASN1_TYPE rather than an
ASN1_STRING.

When CRL checking is enabled (i.e. the application sets the
X509_V_FLAG_CRL_CHECK flag), this vulnerability may allow an attacker to pass
arbitrary pointers to a memcmp call, enabling them to read memory contents or
enact a denial of service. In most cases, the attack requires the attacker to
provide both the certificate chain and CRL, neither of which need to have a
valid signature. If the attacker only controls one of these inputs, the other
input must already contain an X.400 address as a CRL distribution point, which
is uncommon. As such, this vulnerability is most likely to only affect
applications which have implemented their own functionality for retrieving CRLs
over a network.

",,0.910130000,"['3.0.0', '1.1.1', '1.0.2']",OpenSSL,OpenSSL,Non disponible,LOW
CERTFR-2024-AVI-0164,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2021-33655,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0164/,"When sending malicous data to kernel by ioctl cmd FBIOPUT_VSCREENINFO,kernel will write memory out of bounds.",,0.000420000,['5.18 5.19.0-rc1'],kernel,n/a,CWE-787,LOW
CERTFR-2024-AVI-0177,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2022-38096,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0177/,"A NULL pointer dereference vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_execbuf.c in GPU component of Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000170000,['v4.20-rc1'],kernel,Linux,CWE-476,MEDIUM
CERTFR-2024-AVI-0180,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2021-35564,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0180/,"Vulnerability in the Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Keytool). Supported versions that are affected are Java SE: 7u311, 8u301, 11.0.12, 17; Oracle GraalVM Enterprise Edition: 20.3.3 and 21.2.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N).",5.3,0.001890000,"['Java SE:7u311', 'Java SE:8u301', 'Java SE:11.0.12', 'Java SE:17', 'Oracle GraalVM Enterprise Edition:20.3.3', 'Oracle GraalVM Enterprise Edition:21.2.0']",Java SE JDK and JRE,Oracle Corporation,Non disponible,MEDIUM
CERTFR-2024-AVI-0196,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2023-22995,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0196/,"In the Linux kernel before 5.17, an error path in dwc3_qcom_acpi_register_core in drivers/usb/dwc3/dwc3-qcom.c lacks certain platform_device_put and kfree calls.",,0.000440000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-0199,Multiples vulnérabilités dans IBM,,Avis,CVE-2022-38751,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0199/,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",6.5,0.002110000,['unspecified'],SnakeYAML,snakeyaml,CWE-121,MEDIUM
CERTFR-2024-AVI-0203,Multiples vulnérabilités dans les produits Siemens,,Avis,CVE-2021-0920,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0203/,"In unix_scm_to_skb of af_unix.c, there is a possible use after free bug due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-196926917References: Upstream kernel",,0.000540000,['Android kernel'],Android,n/a,Non disponible,LOW
CERTFR-2024-AVI-0226,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2023-22995,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0226/,"In the Linux kernel before 5.17, an error path in dwc3_qcom_acpi_register_core in drivers/usb/dwc3/dwc3-qcom.c lacks certain platform_device_put and kfree calls.",,0.000440000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-0227,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2022-42896,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0227/,"There are use-after-free vulnerabilities in the Linux kernel's net/bluetooth/l2cap_core.c's l2cap_connect and l2cap_le_connect_req functions which may allow code execution and leaking kernel memory (respectively) remotely via Bluetooth. A remote attacker could execute code leaking kernel memory via Bluetooth if within proximity of the victim.

We recommend upgrading past commit   https://www.google.com/url  https://github.com/torvalds/linux/commit/711f8c3fb3db61897080468586b970c87c61d9e4 https://www.google.com/url 

",8,0.001170000,['3.0.0'],Linux Kernel,Linux,CWE-416,HIGH
CERTFR-2024-AVI-0228,Multiples vulnérabilités dans IBM,,Avis,CVE-2022-24839,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0228/,org.cyberneko.html is an html parser written in Java. The fork of `org.cyberneko.html` used by Nokogiri (Rubygem) raises a `java.lang.OutOfMemoryError` exception when parsing ill-formed HTML markup. Users are advised to upgrade to `>= 1.9.22.noko2`. Note: The upstream library `org.cyberneko.html` is no longer maintained. Nokogiri uses its own fork of this library located at https://github.com/sparklemotion/nekohtml and this CVE applies only to that fork. Other forks of nekohtml may have a similar vulnerability.,7.5,0.002770000,['< 1.9.22.noko2'],nekohtml,sparklemotion,CWE-400,HIGH
CERTFR-2024-AVI-0240,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2023-1382,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0240/,"A data race flaw was found in the Linux kernel, between where con is allocated and con->sock is set. This issue leads to a NULL pointer dereference when accessing con->sock->sk in net/tipc/topsrv.c in the tipc protocol in the Linux kernel.",,0.000090000,['Linux Kernel prior to Kernel 6.1 RC7'],Kernel,n/a,CWE-476,LOW
CERTFR-2024-AVI-0241,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2023-1382,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0241/,"A data race flaw was found in the Linux kernel, between where con is allocated and con->sock is set. This issue leads to a NULL pointer dereference when accessing con->sock->sk in net/tipc/topsrv.c in the tipc protocol in the Linux kernel.",,0.000090000,['Linux Kernel prior to Kernel 6.1 RC7'],Kernel,n/a,CWE-476,LOW
CERTFR-2024-AVI-0243,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2022-20567,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0243/,"In pppol2tp_create of l2tp_ppp.c, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-186777253References: Upstream kernel",,0.000420000,['Android kernel'],Android,n/a,Non disponible,LOW
CERTFR-2024-AVI-0262,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-40303,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0262/,"An issue was discovered in libxml2 before 2.10.3. When parsing a multi-gigabyte XML document with the XML_PARSE_HUGE parser option enabled, several integer counters can overflow. This results in an attempt to access an array at a negative 2GB offset, typically leading to a segmentation fault.",,0.001370000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-0263,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2023-22995,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0263/,"In the Linux kernel before 5.17, an error path in dwc3_qcom_acpi_register_core in drivers/usb/dwc3/dwc3-qcom.c lacks certain platform_device_put and kfree calls.",,0.000440000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-0265,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2023-0461,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0265/,"There is a use-after-free vulnerability in the Linux Kernel which can be exploited to achieve local privilege escalation. To reach the vulnerability kernel configuration flag CONFIG_TLS or CONFIG_XFRM_ESPINTCP has to be configured, but the operation does not require any privilege.

There is a use-after-free bug of icsk_ulp_data of a struct inet_connection_sock.

When CONFIG_TLS is enabled, user can install a tls context (struct tls_context) on a connected tcp socket. The context is not cleared if this socket is disconnected and reused as a listener. If a new socket is created from the listener, the context is inherited and vulnerable.

The setsockopt TCP_ULP operation does not require any privilege.

We recommend upgrading past commit 2c02d41d71f90a5168391b6a5f2954112ba2307c",7.8,0.000420000,['0'],Linux Kernel,Linux,CWE-416,HIGH
